"id","raw","encodedpred","label","dist","training_count","not_exact"
"8231","1 teaspoon salt","1 teaspoon salt","table salt","table salt","0.1011997","208","False"
"5202","2 teaspoons capers, drained","2 teaspoons capers , drained","caper","caper","0.19783123","8","False"
"1148","1 pound broccoli","1 pound broccoli","broccoli","broccoli","0.016525572","13","False"
"6081","4 cups chicken stock","4 cups chicken stock","chicken broth","chicken broth","0.092691466","56","False"
"5152","1/4 teaspoon freshly ground black pepper","1 / 4 teaspoon freshly ground black pepper","ground black pepper","ground black pepper","0.054745365","200","False"
"4776","Handful of greens","Handful of greens","spring lettuce mix","spring lettuce mix","0.21777233","8","True"
"4878","8 slices rye bread toasted","8 slices rye bread toasted","sandwich bread","sandwich bread","0.18377614","31","True"
"1060","1 teaspoon dark sesame oil","1 teaspoon dark sesame oil","sesame oil","sesame oil","0.15670562","68","False"
"8382","1 teaspoon mild curry powder","1 teaspoon mild curry powder","curry powder","curry powder","0.22391316","22","True"
"4790","1 tablespoon light soy sauce","1 tablespoon light soy sauce","light soy sauce","light soy sauce","0.02776202","13","False"
"8460","3-5 dried chili peppers ((de-seeded and cut into segments))","3 - 5 dried chili peppers ( ( de - seeded and cut into segments ) )","ancho dried chili","ancho dried chili","0.29006433","5","True"
"4963","1 cup beef or chicken stock","1 cup beef or chicken stock","chicken broth","chicken broth","0.16848472","56","False"
"8926","1/4 cup pistachios, (coarsely chopped)","1 / 4 cup pistachios , ( coarsely chopped )","dry-roasted pistachio","dry-roasted pistachio","0.20468405","2","False"
"7418","1/2 cup water","1 / 2 cup water","tap water","tap water","0.08610337","92","False"
"722","1 14-ounce can chopped tomatoes","1 14 - ounce can chopped tomatoes","diced tomato","diced tomato","0.19042568","26","False"
"2623","2 tablespoons olive oil","2 tablespoons olive oil","olive oil","olive oil","0.06358764","223","False"
"7317","1/3 cup fresh corn kernels","1 / 3 cup fresh corn kernels","fresh corn","fresh corn","0.2387492","16","False"
"4272","1 teaspoon light soy sauce","1 teaspoon light soy sauce","light soy sauce","light soy sauce","0.03841179","13","False"
"3358","3 tablespoons greek yogurt","3 tablespoons UNK yogurt","low-fat plain greek yogurt","low-fat plain greek yogurt","0.15254581","18","False"
"6003","3 tablespoons flour","3 tablespoons flour","all-purpose white flour","all-purpose white flour","0.120819","36","False"
"1472","2 tablespoons honey","2 tablespoons honey","honey","honey","0.052571222","60","False"
"1433","1/4 teaspoon paprika","1 / 4 teaspoon paprika","ground paprika","ground paprika","0.19512784","25","False"
"7547","1 green bell pepper, seeded and chopped","1 green bell pepper , seeded and chopped","green bell pepper","green bell pepper","0.041534696","32","False"
"4480","½ green cabbage (about 16 ounces, or 4 cups), cored and diced to 1” pieces","1 / 2 green cabbage ( about 16 ounces , or 4 cups ) , cored and diced to 1 pieces","green cabbage","green cabbage","0.11294089","12","False"
"3767","1 tsp. Vanilla Extract","1 tsp . Vanilla UNK","vanilla extract","vanilla extract","0.18563516","8","False"
"3093","2 tablespoons honey","2 tablespoons honey","honey","honey","0.052571222","60","False"
"1868","4 ounces sushi grade tuna (diced in large chunks)","4 ounces sushi grade tuna ( diced in large chunks )","yellowfin tuna","yellowfin tuna","0.21696332","2","True"
"2511","1 large serrano pepper, split down the middle leaving halves attached","1 large serrano pepper , split down the middle leaving halves attached","fresh serrano pepper","fresh serrano pepper","0.15469787","10","False"
"194","1 teaspoon ground turmeric","1 teaspoon ground turmeric","ground turmeric","ground turmeric","0.025556717","28","False"
"5353","1 small onion, cut into 1/2-inch-thick slices","1 small onion , cut into 1 / 2 - inch - thick slices","yellow onion","yellow onion","0.15353376","164","False"
"2461","1/4 cup (1/2 stick) unsalted butter","1 / 4 cup ( 1 / 2 stick ) unsalted butter","unsalted butter","unsalted butter","0.06814279","93","False"
"3324","1 can black beans","1 can black beans","black bean","black bean","0.08991626","26","False"
"8865","1 cup vegetable oil","1 cup vegetable oil","vegetable oil","vegetable oil","0.056177095","80","False"
"7963","Optional: 1 to 2 teaspoons honey or maple syrup, to taste","Optional 1 to 2 teaspoons honey or maple syrup , to taste","honey","honey","0.22524378","60","False"
"510","1 clove garlic, minced","1 clove garlic , minced","garlic","garlic","0.17133659","331","False"
"881","Pinch of kosher salt, or to taste","Pinch of kosher salt , or to taste","kosher salt","kosher salt","0.10985808","113","False"
"8830","1 medium roma or vine tomato, seeded and diced","1 medium roma or vine tomato , seeded and diced","tomato","tomato","0.13416064","57","True"
"5380","3 celery stalks","3 celery stalks","celery","celery","0.10712391","44","False"
"6270","½ teaspoon ground cumin","1 / 2 teaspoon ground cumin","ground cumin","ground cumin","0.045280926","72","False"
"7128","1-ounce fresh mozzarella, sliced","1 - ounce fresh mozzarella , sliced","low-moisture part-skim mozzarella cheese","low-moisture part-skim mozzarella cheese","0.18360387","6","False"
"3787","1 teaspoon salt, more to taste","1 teaspoon salt , more to taste","table salt","table salt","0.14074793","208","False"
"3964","3 Tbsp natural-style peanut butter","3 Tbsp natural - style peanut butter","peanut butter","peanut butter","0.17331997","22","False"
"6031","1 tomato, diced","1 tomato , diced","tomato","tomato","0.06589337","57","False"
"4011","About 1/2 teaspoon fine sea salt","About 1 / 2 teaspoon fine sea salt","table salt","table salt","0.18014947","208","False"
"8222","2 cups cooked chicken, chopped (store-bought rotisserie chicken works like a charm)","2 cups cooked chicken , chopped ( store - bought rotisserie chicken works like a UNK )","rotisserie chicken","rotisserie chicken","0.21993674","11","False"
"1894","olive oil spray, I used my Misto","olive oil spray , I used my UNK","cooking spray","cooking spray","0.20677596","30","True"
"2239","1/2 teaspoon smoked paprika","1 / 2 teaspoon smoked paprika","smoked paprika","smoked paprika","0.06357159","20","False"
"5113","2 garlic cloves, minced","2 garlic cloves , minced","garlic","garlic","0.15666044","331","False"
"2509","1 cup water, divided","1 cup water , divided","tap water","tap water","0.08375186","92","False"
"4747","1/2 cup diced canned tomatoes","1 / 2 cup diced canned tomatoes","diced tomato","diced tomato","0.15085137","26","False"
"5389","⅛  teaspoon ground cloves","1 / 8 teaspoon ground cloves","ground clove","ground clove","0.16087884","1","False"
"6446","1/2 teaspoon ground nutmeg","1 / 2 teaspoon ground nutmeg","ground nutmeg","ground nutmeg","0.03594905","11","False"
"4180","1 to 1 1/2 teaspoons chilli powder (depending on how hot you want it)","1 to 1 1 / 2 teaspoons UNK powder ( depending on how hot you want it )","chili powder","chili powder","0.2517164","39","False"
"1372","1/4 teaspoon sea salt, more to taste","1 / 4 teaspoon sea salt , more to taste","table salt","table salt","0.1247923","208","True"
"7608","fresh black pepper, to taste","fresh black pepper , to taste","ground black pepper","ground black pepper","0.22548743","200","False"
"8028","1 fresh tomato, diced","1 fresh tomato , diced","tomato","tomato","0.18444538","57","False"
"6808","1 cup snow peas ((washed and trimmed))","1 cup snow peas ( ( washed and trimmed ) )","snow pea","snow pea","0.12228956","3","False"
"5225","3 cloves garlic, finely chopped","3 cloves garlic , finely chopped","garlic","garlic","0.1183082","331","False"
"2145","1 organic green bell pepper","1 organic green bell pepper","green bell pepper","green bell pepper","0.017280027","32","False"
"8289","1/2 tablespoon cornstarch","1 / 2 tablespoon cornstarch","cornstarch","cornstarch","0.08144117","46","False"
"3177","3/4 cup cheddar cheese","3 / 4 cup cheddar cheese","shredded yellow cheddar cheese","shredded yellow cheddar cheese","0.14162195","26","False"
"7827","2 tablespoons rice vinegar","2 tablespoons rice vinegar","rice vinegar","rice vinegar","0.04681269","44","False"
"946","1 teaspoon cornstarch","1 teaspoon cornstarch","cornstarch","cornstarch","0.07877224","46","False"
"4739","2 tablespoons diced red onion","2 tablespoons diced red onion","red onion","red onion","0.12256636","67","False"
"7692","1/3 cup crumbled feta cheese","1 / 3 cup crumbled feta cheese","crumbled feta cheese","crumbled feta cheese","0.03350708","17","False"
"8640","1 large carrot, cut into 1/8-in.-thick slices","1 large carrot , cut into 1 / 8 - in . - thick slices","carrot","carrot","0.13161422","61","False"
"6909","1 jalapeno pepper, thinly sliced (optional)","1 jalapeno pepper , thinly sliced ( optional )","fresh jalapeno pepper","fresh jalapeno pepper","0.11587759","38","False"
"4285","Fresh ground white pepper","Fresh ground white pepper","white pepper","white pepper","0.11909132","10","False"
"4076","&frac13 cup Quinoa","UNK cup UNK","quinoa","quinoa","0.15493119","5","False"
"6925","1 medium onion, finely chopped","1 medium onion , finely chopped","yellow onion","yellow onion","0.12241775","164","False"
"3048","4 cups water","4 cups water","tap water","tap water","0.081544876","92","False"
"2064","1/4 cup Coconut Oil","1 / 4 cup Coconut Oil","coconut oil","coconut oil","0.1806744","9","False"
"732","1 tablespoon peeled and minced fresh ginger (about a 1-inch piece)","1 tablespoon peeled and minced fresh ginger ( about a 1 - inch piece )","fresh ginger","fresh ginger","0.11987232","124","False"
"4438","1 (14 3/4-ounce) can cream-style corn","1 ( 14 3 / 4 - ounce ) can cream - style corn","creamed corn","creamed corn","0.18603744","1","False"
"426","2 large red grapefruit (about 1 pound each)","2 large red grapefruit ( about 1 pound each )","grapefruit","grapefruit","0.16412956","2","False"
"155"," Pepper","Pepper","ground black pepper","ground black pepper","0.2056409","200","False"
"8445","1/8 teaspoon five spice powder","1 / 8 teaspoon five spice powder","five-spice powder","five-spice powder","0.07669428","3","False"
"8181","1 clove crushed garlic","1 clove crushed garlic","garlic","garlic","0.11273949","331","False"
"8794","¾ pound boneless chicken thighs, cut into 1/2-inch strips","3 / 4 pound boneless chicken thighs , cut into 1 / 2 - inch strips","boneless, skinless chicken thigh","boneless, skinless chicken thigh","0.19554049","19","False"
"3695","1 16oz. jar salsa","1 16 oz . jar salsa","salsa","salsa","0.13907488","10","False"
"6409","1 pound pork tenderloin, trimmed and cut crosswise into 12 pieces","1 pound pork tenderloin , trimmed and cut crosswise into 12 pieces","pork tenderloin","pork tenderloin","0.1152592","19","False"
"3431","½ teaspoon chili powder","1 / 2 teaspoon chili powder","chili powder","chili powder","0.09188832","39","False"
"5513","4-6 ounces feta cheese (crumbled)","4 - 6 ounces feta cheese ( crumbled )","crumbled feta cheese","crumbled feta cheese","0.13763244","17","False"
"4791","1 tablespoon fish sauce","1 tablespoon fish sauce","fish sauce","fish sauce","0.041740384","23","False"
"5087","freshly ground black pepper","freshly ground black pepper","ground black pepper","ground black pepper","0.051643167","200","False"
"1441","optional: sesame seeds","optional sesame seeds","hulled white sesame seed","hulled white sesame seed","0.09741779","26","False"
"94","1-1/2 lbs sweet potatoes, peeled, diced","1 - 1 / 2 lbs sweet potatoes , peeled , diced","sweet potato","sweet potato","0.17186739","22","False"
"6259","2 tablespoons red wine vinegar","2 tablespoons red wine vinegar","red wine vinegar","red wine vinegar","0.05019308","17","False"
"7145","salt (to taste)","salt ( to taste )","table salt","table salt","0.1578998","208","False"
"6608","2 tbsp cilantro (for garnish (or parsley))","2 tbsp cilantro ( for garnish ( or parsley ) )","cilantro","cilantro","0.15183973","117","False"
"238"," Pepper","Pepper","ground black pepper","ground black pepper","0.2056409","200","False"
"4055","1 garlic clove (, minced)","1 garlic clove ( , minced )","garlic","garlic","0.18961495","331","False"
"8730","1 tablespoon chopped parsley","1 tablespoon chopped parsley","fresh parsley","fresh parsley","0.13709103","85","False"
"7634","1/4 cup mayo (or replace with sour-cream or Greek yogurt)","1 / 4 cup UNK ( or replace with sour - cream or Greek yogurt )","regular mayonnaise","regular mayonnaise","0.27130634","33","False"
"3063","3 cups broth- veggie or chicken","3 cups broth - UNK or chicken","vegetable broth","vegetable broth","0.18693848","29","False"
"511","1/8 tsp kosher salt","1 / 8 tsp kosher salt","kosher salt","kosher salt","0.06525187","113","False"
"6688","pinch of salt","pinch of salt","table salt","table salt","0.08600384","208","False"
"2166","Freshly ground black pepper","Freshly ground black pepper","ground black pepper","ground black pepper","0.052880347","200","False"
"2700","4 tablespoons unsalted butter, divided","4 tablespoons unsalted butter , divided","unsalted butter","unsalted butter","0.05941531","93","False"
"1720","1 lb. chicken sausages in casing. GO SPICY if u dare.","1 lb . chicken sausages in casing . UNK UNK if u UNK .","chicken sausage","chicken sausage","0.2799902","6","False"
"8979","1/8 teaspoon hot sauce","1 / 8 teaspoon hot sauce","hot sauce","hot sauce","0.08578807","18","False"
"2818","6 large eggs","6 large eggs","egg","egg","0.17342302","93","False"
"330","1 lb 93% ground turkey","1 lb UNK % ground turkey","ground turkey","ground turkey","0.17591463","16","False"
"3385","1/2 teaspoon ground cardamom","1 / 2 teaspoon ground cardamom","ground cardamom","ground cardamom","0.024268935","5","False"
"6165","1 medium onion, diced","1 medium onion , diced","yellow onion","yellow onion","0.091844276","164","False"
"4694","8 Pitted Dates","8 Pitted UNK","medjool date","medjool date","0.20056689","2","False"
"2634","1 Tablespoon minced garlic","1 Tablespoon minced garlic","garlic","garlic","0.17374271","331","False"
"2586","1/4 cup finely chopped celery","1 / 4 cup finely chopped celery","celery","celery","0.17078792","44","False"
"7137","2 tablespoons ground cumin","2 tablespoons ground cumin","ground cumin","ground cumin","0.03529232","72","False"
